"idnum","child_attend_kindergarten","povstatus"
"2277","no","low-income"
"2278",NA,"high-income"
"2279","no","low-income"
"2280",NA,"high-income"
"2281",NA,"high-income"
"2282","yes","high-income"
"2283",NA,"low-income"
"2284","no","high-income"
"2285","no","high-income"
"2286",NA,"high-income"
"2287",NA,"high-income"
"2288","no","low-income"
"2289","no","high-income"
"2290","yes","high-income"
"2291",NA,"low-income"
"2292","no","low-income"
"2293",NA,"low-income"
"2294","no","high-income"
"2295","yes","high-income"
"2296","yes","high-income"
"2297","no","low-income"
"2298","yes","low-income"
"2299","yes","low-income"
"2300","yes","low-income"
"2301",NA,"high-income"
"2302","no","low-income"
"2303","yes","high-income"
"2304",NA,"low-income"
"2305",NA,"high-income"
"2306","yes","low-income"
"2307","no","high-income"
"2308",NA,"low-income"
"2309","yes","high-income"
"2310","no","low-income"
"2311","yes","high-income"
"2312","no","high-income"
"2313","yes","low-income"
"2314","yes","high-income"
"2315",NA,"low-income"
"2316",NA,"low-income"
"2317","no","low-income"
"2318",NA,"high-income"
"2319",NA,"high-income"
"2320",NA,"low-income"
"2321",NA,"high-income"
"2322","yes","low-income"
"2323",NA,"low-income"
"2324","no","high-income"
"2325","no","high-income"
"2326",NA,"low-income"
"2327",NA,"low-income"
"2328","yes","high-income"
"2329",NA,"low-income"
"2330","yes","low-income"
"2331",NA,"high-income"
"2332",NA,"low-income"
"2333",NA,"high-income"
"2334","yes","high-income"
"2335",NA,"low-income"
"2336",NA,"low-income"
"2337",NA,"low-income"
"2338",NA,"high-income"
"2339",NA,"low-income"
"2340","no","low-income"
"2341",NA,"low-income"
"2342","yes","low-income"
"2343",NA,"high-income"
"2344",NA,"high-income"
"2345","yes","low-income"
"2346","yes","low-income"
"2347","no","low-income"
"2348",NA,"high-income"
"2349",NA,"low-income"
"2350","yes","low-income"
"2351",NA,"high-income"
"2352","no","high-income"
"2353","yes","low-income"
"2354","yes","high-income"
"2355","no","low-income"
"2356","yes","low-income"
"2357",NA,"low-income"
"2358",NA,"high-income"
"2359",NA,"low-income"
"2360","yes","low-income"
"2361","yes","high-income"
"2362","yes","high-income"
"2363",NA,"high-income"
"2364",NA,"high-income"
"2365","no","high-income"
"2366",NA,"high-income"
"2367",NA,"low-income"
"2368","yes","high-income"
"2369",NA,"low-income"
"2370",NA,"low-income"
"2371",NA,"high-income"
"2372","yes","low-income"
"2373","yes","low-income"
"2374",NA,"high-income"
"2375",NA,"high-income"
"2376","no","low-income"
"2377",NA,"low-income"
"2378",NA,"low-income"
"2379","no","high-income"
"2380","no","low-income"
"2381",NA,"low-income"
"2382",NA,"low-income"
"2383",NA,"high-income"
"2384",NA,"low-income"
"2385",NA,"high-income"
"2386",NA,"low-income"
"2387","no","low-income"
"2388","no","low-income"
"2389",NA,"low-income"
"2390","no","low-income"
"2391",NA,"high-income"
"2392","yes","high-income"
"2393","no","high-income"
"2394","yes","low-income"
"2395",NA,"high-income"
"2396",NA,"high-income"
"2397","yes","high-income"
"2398",NA,"low-income"
"2399","yes","low-income"
"2400",NA,"high-income"
"2401","yes","low-income"
"2402",NA,"high-income"
"2403","yes","high-income"
"2404","no","high-income"
"2405",NA,"low-income"
"2406",NA,"high-income"
"2407",NA,"high-income"
"2408","yes","low-income"
"2409",NA,"low-income"
"2410",NA,"high-income"
"2411","no","high-income"
"2412",NA,"high-income"
"2413","yes","low-income"
"2414",NA,"high-income"
"2415",NA,"low-income"
"2416",NA,"high-income"
"2417","yes","high-income"
"2418","no","low-income"
"2419","no","high-income"
"2420",NA,"low-income"
"2421",NA,"low-income"
"2422","no","low-income"
"2423","no","high-income"
"2424","yes","high-income"
"2425","yes","low-income"
"2426","yes","high-income"
"2427",NA,"low-income"
"2428",NA,"low-income"
"2429",NA,"high-income"
"2430",NA,"high-income"
"2431",NA,"low-income"
"2432","no","high-income"
"2433","no","high-income"
"2434","no","high-income"
"2435","yes","low-income"
"2436","yes","low-income"
"2437",NA,"low-income"
"2438",NA,"low-income"
"2439",NA,"high-income"
"2440","no","low-income"
"2441",NA,"low-income"
"2442",NA,"high-income"
"2443","no","low-income"
"2444",NA,"low-income"
"2445","no","high-income"
"2446","no","high-income"
"2447","yes","high-income"
"2448","yes","low-income"
"2449","yes","low-income"
"2450",NA,"low-income"
"2451",NA,"high-income"
"2452",NA,"low-income"
"2453",NA,"high-income"
"2454",NA,"high-income"
"2455","yes","high-income"
"2456",NA,"low-income"
"2457","yes","low-income"
"2458","yes","low-income"
"2459","yes","low-income"
"2460","no","high-income"
"2461",NA,"low-income"
"2462","no","high-income"
"2463","no","low-income"
"2464","no","low-income"
"2465",NA,"low-income"
"2466",NA,"high-income"
"2467","no","high-income"
"2468",NA,"high-income"
"2469",NA,"low-income"
"2470","yes","low-income"
"2471","yes","high-income"
"2472","yes","low-income"
"2473",NA,"low-income"
"2474","no","low-income"
"2475",NA,"low-income"
"2476",NA,"high-income"
"2477",NA,"high-income"
"2478",NA,"low-income"
"2479",NA,"high-income"
"2480",NA,"low-income"
"2481","yes","high-income"
"2482","no","high-income"
"2483","no","high-income"
"2484","no","low-income"
"2485","yes","low-income"
"2486",NA,"low-income"
"2487",NA,"low-income"
"2488",NA,"high-income"
"2489","no","high-income"
"2490","yes","low-income"
"2491",NA,"high-income"
"2492",NA,"low-income"
"2493",NA,"high-income"
"2494","no","low-income"
"2495","no","high-income"
"2496","yes","low-income"
"2497","yes","low-income"
"2498",NA,"low-income"
"2499",NA,"low-income"
"2500",NA,"low-income"
"2501","yes","high-income"
"2502",NA,"low-income"
"2503","yes","low-income"
"2504","yes","low-income"
"2505",NA,"high-income"
"2506",NA,"low-income"
"2507",NA,"low-income"
"2508",NA,"low-income"
"2509",NA,"low-income"
"2510","no","low-income"
"2511",NA,"low-income"
"2512","yes","high-income"
"2513","no","high-income"
"2514","no","high-income"
"2515","yes","low-income"
"2516","no","low-income"
"2517",NA,"low-income"
"2518","yes","low-income"
"2519",NA,"high-income"
"2520","yes","low-income"
"2521","yes","high-income"
"2522",NA,"low-income"
"2523",NA,"low-income"
"2524","no","high-income"
"2525","no","low-income"
"2526",NA,"high-income"
"2527","yes","low-income"
"2528",NA,"low-income"
"2529","yes","low-income"
"2530",NA,"low-income"
"2531",NA,"low-income"
"2532","no","high-income"
"2533","no","low-income"
"2534","no","high-income"
"2535","no","low-income"
"2536","yes","high-income"
"2537","no","high-income"
"2538","no","low-income"
"2539",NA,"low-income"
"2540","no","low-income"
"2541","no","high-income"
"2542","no","high-income"
"2543",NA,"low-income"
"2544","no","high-income"
"2545","yes","high-income"
"2546",NA,"low-income"
"2547",NA,"high-income"
"2548",NA,"high-income"
"2549",NA,"low-income"
"2550","no","low-income"
"2551",NA,"high-income"
"2552","yes","high-income"
"2553",NA,"high-income"
"2554",NA,"low-income"
"2555","no","high-income"
"2556","no","high-income"
"2557",NA,"low-income"
"2558","yes","high-income"
"2559","yes","low-income"
"2560","yes","high-income"
"2561","no","low-income"
"2562","yes","high-income"
"2563",NA,"high-income"
"2564",NA,"high-income"
"2565","no","high-income"
"2566",NA,"high-income"
"2567","yes","high-income"
"2568","yes","high-income"
"2569","no","low-income"
"2570",NA,"low-income"
"2571","yes","high-income"
"2572","yes","low-income"
"2573",NA,"low-income"
"2574",NA,"low-income"
"2575","yes","low-income"
"2576","no","low-income"
"2577","yes","low-income"
"2578",NA,"high-income"
"2579",NA,"high-income"
"2580",NA,"high-income"
"2581",NA,"low-income"
"2582","no","high-income"
"2583",NA,"high-income"
"2584",NA,"high-income"
"2585",NA,"low-income"
"2586","yes","high-income"
"2587","no","high-income"
"2588",NA,"low-income"
"2589","no","low-income"
"2590",NA,"low-income"
"2591",NA,"low-income"
"2592",NA,"low-income"
"2593",NA,"low-income"
"2594",NA,"high-income"
"2595",NA,"high-income"
"2596","yes","low-income"
"2597",NA,"low-income"
"2598","no","low-income"
"2599",NA,"high-income"
"2600",NA,"high-income"
"2601","yes","low-income"
"2602",NA,"high-income"
"2603",NA,"high-income"
"2604","yes","high-income"
"2605","yes","low-income"
"2606",NA,"low-income"
"2607","no","high-income"
"2608",NA,"high-income"
"2609","no","high-income"
"2610",NA,"high-income"
"2611",NA,"low-income"
"2612",NA,"high-income"
"2613",NA,"low-income"
"2614","no","low-income"
"2615","no","high-income"
"2616",NA,"high-income"
"2617",NA,"low-income"
"2618",NA,"low-income"
"2619","yes","high-income"
"2620","yes","low-income"
"2621","yes","high-income"
"2622",NA,"low-income"
"2623",NA,"high-income"
"2624",NA,"low-income"
"2625","no","low-income"
"2626","no","low-income"
"2627","yes","high-income"
"2628","yes","low-income"
"2629",NA,"high-income"
"2630",NA,"low-income"
"2631","no","high-income"
"2632","no","low-income"
"2633","yes","low-income"
"2634",NA,"low-income"
"2635",NA,"low-income"
"2636",NA,"high-income"
"2637",NA,"low-income"
"2638","no","high-income"
"2639",NA,"high-income"
"2640","yes","high-income"
"2641",NA,"high-income"
"2642",NA,"low-income"
"2643",NA,"low-income"
"2644","yes","high-income"
"2645",NA,"high-income"
"2646",NA,"low-income"
"2647",NA,"high-income"
"2648","yes","low-income"
"2649","yes","low-income"
"2650",NA,"low-income"
"2651",NA,"low-income"
"2652","no","high-income"
"2653","no","low-income"
"2654",NA,"low-income"
"2655","yes","low-income"
"2656",NA,"high-income"
"2657",NA,"high-income"
"2658","yes","high-income"
"2659",NA,"low-income"
"2660","no","low-income"
"2661","yes","high-income"
"2662","no","high-income"
"2663",NA,"low-income"
"2664","yes","low-income"
"2665","no","low-income"
"2666","yes","low-income"
"2667","yes","high-income"
"2668",NA,"low-income"
"2669",NA,"low-income"
"2670","yes","low-income"
"2671","no","low-income"
"2672","no","high-income"
"2673",NA,"high-income"
"2674","no","high-income"
"2675","yes","high-income"
"2676","yes","low-income"
"2677",NA,"high-income"
"2678","no","high-income"
"2679","no","high-income"
"2680",NA,"low-income"
"2681","yes","low-income"
"2682","no","low-income"
"2683",NA,"low-income"
"2684",NA,"low-income"
"2685","yes","low-income"
"2686",NA,"low-income"
"2687",NA,"low-income"
"2688",NA,"high-income"
"2689",NA,"high-income"
"2690","no","low-income"
"2691","yes","high-income"
"2692",NA,"low-income"
"2693",NA,"high-income"
"2694",NA,"high-income"
"2695",NA,"low-income"
"2696",NA,"low-income"
"2697",NA,"low-income"
"2698","yes","high-income"
"2699",NA,"low-income"
"2700",NA,"high-income"
"2701","no","high-income"
"2702","yes","low-income"
"2703",NA,"low-income"
"2704",NA,"low-income"
"2705","yes","low-income"
"2706","yes","low-income"
"2707","no","low-income"
"2708","no","low-income"
"2709","no","low-income"
"2710","yes","high-income"
"2711","no","high-income"
"2712",NA,"high-income"
"2713","no","low-income"
"2714","yes","high-income"
"2715",NA,"low-income"
"2716","yes","low-income"
"2717",NA,"low-income"
"2718","no","low-income"
"2719","yes","high-income"
"2720",NA,"low-income"
"2721",NA,"low-income"
"2722",NA,"low-income"
"2723","no","high-income"
"2724","no","low-income"
"2725","yes","high-income"
"2726",NA,"low-income"
"2727",NA,"low-income"
"2728","no","low-income"
"2729","no","high-income"
"2730","no","low-income"
"2731","no","low-income"
"2732","yes","low-income"
"2733","no","high-income"
"2734","no","high-income"
"2735","yes","high-income"
"2736","yes","low-income"
"2737",NA,"high-income"
"2738","yes","high-income"
"2739","yes","low-income"
"2740","yes","low-income"
"2741",NA,"high-income"
"2742",NA,"low-income"
"2743",NA,"low-income"
"2744","no","high-income"
"2745","no","low-income"
"2746",NA,"high-income"
"2747",NA,"high-income"
"2748","no","high-income"
"2749",NA,"low-income"
"2750",NA,"low-income"
"2751",NA,"high-income"
"2752",NA,"low-income"
"2753",NA,"low-income"
"2754",NA,"low-income"
"2755","yes","high-income"
"2756","yes","low-income"
"2757",NA,"high-income"
"2758",NA,"high-income"
"2759","no","low-income"
"2760",NA,"low-income"
"2761","yes","low-income"
"2762",NA,"low-income"
"2763",NA,"high-income"
"2764",NA,"high-income"
"2765","no","high-income"
"2766","yes","high-income"
"2767",NA,"high-income"
"2768","yes","high-income"
"2769",NA,"low-income"
"2770","yes","high-income"
"2771",NA,"high-income"
"2772",NA,"low-income"
"2773","yes","low-income"
"2774","no","high-income"
"2775",NA,"low-income"
"2776",NA,"high-income"
"2777",NA,"low-income"
"2778","yes","low-income"
"2779","no","low-income"
"2780","yes","low-income"
"2781",NA,"high-income"
"2782","yes","low-income"
"2783","no","low-income"
"2784",NA,"high-income"
"2785",NA,"low-income"
"2786","yes","low-income"
"2787","yes","low-income"
"2788",NA,"high-income"
"2789","no","high-income"
"2790","yes","low-income"
"2791","yes","low-income"
"2792",NA,"high-income"
"2793","no","high-income"
"2794",NA,"high-income"
"2795","yes","low-income"
"2796",NA,"high-income"
"2797","yes","high-income"
"2798","no","high-income"
"2799",NA,"low-income"
"2800","no","low-income"
"2801","no","high-income"
"2802","yes","low-income"
"2803",NA,"high-income"
"2804",NA,"low-income"
"2805","yes","low-income"
"2806",NA,"high-income"
"2807",NA,"high-income"
"2808","no","high-income"
"2809","yes","low-income"
"2810","yes","high-income"
"2811","no","high-income"
"2812","no","high-income"
"2813","no","high-income"
"2814",NA,"low-income"
"2815",NA,"high-income"
"2816","yes","high-income"
"2817","yes","low-income"
"2818",NA,"high-income"
"2819",NA,"low-income"
"2820",NA,"low-income"
"2821","no","low-income"
"2822",NA,"low-income"
"2823",NA,"low-income"
"2824",NA,"high-income"
"2825","no","high-income"
"2826",NA,"low-income"
"2827",NA,"high-income"
"2828","no","low-income"
"2829","yes","low-income"
"2830",NA,"low-income"
"2831","yes","high-income"
"2832","yes","low-income"
"2833","no","low-income"
"2834",NA,"low-income"
"2835","no","low-income"
"2836","no","high-income"
"2837","no","low-income"
"2838",NA,"high-income"
"2839",NA,"low-income"
"2840","yes","low-income"
"2841",NA,"low-income"
"2842","no","high-income"
"2843",NA,"low-income"
"2844",NA,"high-income"
"2845",NA,"high-income"
"2846","yes","low-income"
"2847",NA,"high-income"
"2848",NA,"high-income"
"2849",NA,"low-income"
"2850","no","low-income"
"2851","no","high-income"
"2852",NA,"high-income"
"2853",NA,"low-income"
"2854",NA,"low-income"
"2855",NA,"low-income"
"2856","yes","low-income"
"2857","no","low-income"
"2858","no","low-income"
"2859","no","low-income"
"2860",NA,"low-income"
"2861",NA,"high-income"
"2862",NA,"low-income"
"2863","yes","low-income"
"2864",NA,"low-income"
"2865",NA,"high-income"
"2866",NA,"low-income"
"2867","yes","high-income"
"2868",NA,"high-income"
"2869","no","low-income"
"2870","no","high-income"
"2871","no","low-income"
"2872","yes","high-income"
"2873","yes","low-income"
"2874",NA,"low-income"
"2875",NA,"low-income"
"2876",NA,"low-income"
"2877",NA,"high-income"
"2878","no","high-income"
"2879",NA,"low-income"
"2880",NA,"low-income"
"2881",NA,"high-income"
"2882","yes","low-income"
"2883","no","low-income"
"2884","no","low-income"
"2885",NA,"low-income"
"2886",NA,"low-income"
"2887","no","high-income"
"2888","yes","low-income"
"2889","yes","high-income"
"2890",NA,"low-income"
"2891","yes","high-income"
"2892","no","low-income"
"2893",NA,"low-income"
"2894","no","high-income"
"2895","yes","high-income"
"2896","no","low-income"
"2897",NA,"high-income"
"2898",NA,"high-income"
"2899",NA,"low-income"
"2900",NA,"low-income"
"2901",NA,"high-income"
"2902","yes","low-income"
"2903","no","low-income"
"2904","yes","high-income"
"2905","yes","high-income"
"2906",NA,"low-income"
"2907","yes","low-income"
"2908","no","high-income"
"2909",NA,"low-income"
"2910",NA,"low-income"
"2911",NA,"high-income"
"2912",NA,"low-income"
"2913",NA,"high-income"
"2914","yes","low-income"
"2915","yes","low-income"
"2916",NA,"low-income"
"2917","yes","high-income"
"2918",NA,"high-income"
"2919","no","high-income"
"2920",NA,"low-income"
"2921","yes","low-income"
"2922",NA,"low-income"
"2923",NA,"high-income"
"2924",NA,"low-income"
"2925","yes","low-income"
"2926","no","low-income"
"2927",NA,"high-income"
"2928","no","low-income"
"2929",NA,"low-income"
"2930",NA,"low-income"
"2931","no","low-income"
"2932","no","high-income"
"2933",NA,"high-income"
"2934",NA,"low-income"
"2935",NA,"low-income"
"2936",NA,"high-income"
"2937","yes","low-income"
"2938",NA,"low-income"
"2939","yes","high-income"
"2940",NA,"high-income"
"2941",NA,"high-income"
"2942","no","low-income"
"2943",NA,"high-income"
"2944","no","high-income"
"2945",NA,"low-income"
"2946",NA,"high-income"
"2947","no","low-income"
"2948","yes","low-income"
"2949","yes","high-income"
"2950","no","high-income"
"2951",NA,"high-income"
"2952",NA,"low-income"
"2953",NA,"high-income"
"2954","no","high-income"
"2955","no","low-income"
"2956",NA,"low-income"
"2957",NA,"high-income"
"2958",NA,"high-income"
"2959","yes","low-income"
"2960","no","low-income"
"2961","no","low-income"
"2962",NA,"low-income"
"2963","no","low-income"
"2964",NA,"low-income"
"2965",NA,"low-income"
"2966",NA,"low-income"
"2967","no","low-income"
"2968",NA,"high-income"
"2969",NA,"high-income"
"2970","yes","low-income"
"2971",NA,"high-income"
"2972",NA,"high-income"
"2973",NA,"high-income"
"2974","yes","low-income"
"2975","yes","high-income"
"2976","yes","low-income"
"2977","yes","high-income"
"2978",NA,"low-income"
"2979",NA,"high-income"
"2980",NA,"high-income"
"2981","no","high-income"
"2982","yes","low-income"
"2983",NA,"high-income"
"2984","yes","high-income"
"2985","yes","low-income"
"2986","no","high-income"
"2987",NA,"low-income"
"2988","yes","high-income"
"2989","no","low-income"
"2990","no","high-income"
"2991",NA,"low-income"
"2992",NA,"low-income"
"2993",NA,"high-income"
"2994",NA,"low-income"
"2995",NA,"low-income"
"2996",NA,"low-income"
"2997","yes","high-income"
"2998",NA,"high-income"
"2999",NA,"low-income"
"3000","no","low-income"
"3001","yes","high-income"
"3002","no","low-income"
"3003","no","low-income"
"3004",NA,"high-income"
"3005",NA,"high-income"
"3006","yes","low-income"
"3007",NA,"high-income"
"3008","yes","low-income"
"3009",NA,"high-income"
"3010","no","low-income"
"3011","no","low-income"
"3012",NA,"low-income"
"3013",NA,"high-income"
"3014",NA,"high-income"
"3015","yes","high-income"
"3016",NA,"low-income"
"3017","yes","high-income"
"3018",NA,"high-income"
"3019","no","high-income"
"3020","yes","high-income"
"3021","no","low-income"
"3022","no","low-income"
"3023",NA,"low-income"
"3024","yes","high-income"
"3025",NA,"high-income"
"3026","yes","low-income"
"3027","no","high-income"
"3028","yes","high-income"
"3029",NA,"low-income"
"3030",NA,"low-income"
"3031","no","high-income"
"3032","no","high-income"
"3033","no","high-income"
"3034",NA,"low-income"
"3035","no","low-income"
"3036",NA,"low-income"
"3037","yes","low-income"
"3038",NA,"high-income"
"3039","no","low-income"
"3040",NA,"low-income"
"3041",NA,"high-income"
"3042",NA,"low-income"
"3043","yes","high-income"
"3044",NA,"low-income"
"3045",NA,"high-income"
"3046","no","high-income"
"3047",NA,"low-income"
"3048","yes","low-income"
"3049",NA,"high-income"
"3050",NA,"high-income"
"3051","no","high-income"
"3052","yes","high-income"
"3053","yes","low-income"
"3054",NA,"low-income"
"3055","no","low-income"
"3056","no","high-income"
"3057","no","high-income"
"3058","yes","low-income"
"3059",NA,"low-income"
"3060",NA,"high-income"
"3061",NA,"high-income"
"3062",NA,"high-income"
"3063",NA,"low-income"
"3064",NA,"low-income"
"3065",NA,"high-income"
"3066","yes","high-income"
"3067","no","low-income"
"3068","no","low-income"
"3069",NA,"low-income"
"3070",NA,"high-income"
"3071","yes","low-income"
"3072",NA,"high-income"
"3073",NA,"high-income"
"3074","yes","high-income"
"3075","yes","low-income"
"3076",NA,"high-income"
"3077",NA,"low-income"
"3078","no","low-income"
"3079",NA,"low-income"
"3080","no","low-income"
"3081",NA,"low-income"
"3082","no","high-income"
"3083","yes","low-income"
"3084",NA,"low-income"
"3085",NA,"low-income"
"3086","no","low-income"
"3087",NA,"low-income"
"3088","no","high-income"
"3089",NA,"high-income"
"3090",NA,"high-income"
"3091",NA,"high-income"
"3092",NA,"low-income"
"3093",NA,"low-income"
"3094","no","low-income"
"3095",NA,"low-income"
"3096","yes","low-income"
"3097","no","low-income"
"3098",NA,"low-income"
"3099",NA,"low-income"
"3100","no","high-income"
"3101",NA,"high-income"
"3102","no","low-income"
"3103","no","low-income"
"3104",NA,"low-income"
"3105",NA,"high-income"
"3106",NA,"low-income"
"3107",NA,"low-income"
"3108","no","high-income"
"3109","no","low-income"
"3110","no","high-income"
"3111","yes","high-income"
"3112",NA,"high-income"
"3113",NA,"high-income"
"3114","no","high-income"
"3115","no","high-income"
"3116","yes","high-income"
"3117",NA,"low-income"
"3118","no","high-income"
"3119","no","low-income"
"3120","no","high-income"
"3121","no","low-income"
"3122",NA,"low-income"
"3123",NA,"low-income"
"3124","yes","high-income"
"3125","no","high-income"
"3126","yes","low-income"
"3127",NA,"low-income"
"3128",NA,"low-income"
"3129",NA,"high-income"
"3130",NA,"low-income"
"3131","no","high-income"
"3132","yes","low-income"
"3133",NA,"high-income"
"3134",NA,"low-income"
"3135",NA,"low-income"
"3136","yes","high-income"
"3137","yes","low-income"
"3138",NA,"low-income"
"3139","no","low-income"
"3140",NA,"high-income"
"3141","no","low-income"
"3142","yes","high-income"
"3143","no","high-income"
"3144",NA,"low-income"
"3145","yes","low-income"
"3146","no","high-income"
"3147","yes","low-income"
"3148","no","low-income"
"3149","yes","high-income"
"3150","yes","low-income"
"3151",NA,"high-income"
"3152","no","high-income"
"3153","yes","high-income"
"3154","no","low-income"
"3155",NA,"high-income"
"3156","yes","low-income"
"3157",NA,"high-income"
"3158","yes","low-income"
"3159","yes","high-income"
"3160",NA,"high-income"
"3161","yes","low-income"
"3162","yes","high-income"
"3163","no","high-income"
"3164","yes","low-income"
"3165","no","high-income"
"3166",NA,"low-income"
"3167",NA,"high-income"
"3168",NA,"high-income"
"3169",NA,"low-income"
"3170","no","high-income"
"3171","yes","low-income"
"3172",NA,"low-income"
"3173","yes","low-income"
"3174",NA,"low-income"
"3175",NA,"low-income"
"3176",NA,"high-income"
"3177","yes","low-income"
"3178","yes","low-income"
"3179","yes","low-income"
"3180",NA,"low-income"
"3181",NA,"low-income"
"3182",NA,"low-income"
"3183",NA,"low-income"
"3184",NA,"high-income"
"3185",NA,"high-income"
"3186",NA,"high-income"
"3187",NA,"high-income"
"3188",NA,"low-income"
"3189","yes","high-income"
"3190",NA,"high-income"
"3191",NA,"low-income"
"3192",NA,"high-income"
"3193",NA,"low-income"
"3194","yes","low-income"
"3195",NA,"high-income"
"3196","no","low-income"
"3197",NA,"low-income"
"3198",NA,"low-income"
"3199","yes","high-income"
"3200",NA,"high-income"
"3201","yes","high-income"
"3202",NA,"high-income"
"3203",NA,"high-income"
"3204",NA,"low-income"
"3205",NA,"high-income"
"3206",NA,"high-income"
"3207","no","high-income"
"3208","no","low-income"
"3209","no","low-income"
"3210",NA,"low-income"
"3211",NA,"high-income"
"3212",NA,"high-income"
"3213",NA,"high-income"
"3214",NA,"low-income"
"3215",NA,"low-income"
"3216","no","high-income"
"3217",NA,"low-income"
"3218","no","low-income"
"3219",NA,"high-income"
"3220","no","high-income"
"3221",NA,"low-income"
"3222","yes","high-income"
"3223","yes","high-income"
"3224",NA,"low-income"
"3225",NA,"low-income"
"3226","no","low-income"
"3227","no","low-income"
"3228","yes","high-income"
"3229","yes","high-income"
"3230",NA,"low-income"
"3231","no","low-income"
"3232","no","low-income"
"3233",NA,"high-income"
"3234",NA,"low-income"
"3235",NA,"high-income"
"3236","yes","high-income"
"3237","yes","low-income"
"3238","yes","low-income"
"3239",NA,"low-income"
"3240","no","high-income"
"3241",NA,"low-income"
"3242",NA,"high-income"
"3243","no","low-income"
"3244",NA,"low-income"
"3245","no","high-income"
"3246","no","high-income"
"3247","no","low-income"
"3248",NA,"high-income"
"3249",NA,"low-income"
"3250",NA,"low-income"
"3251","yes","high-income"
"3252",NA,"low-income"
"3253","yes","low-income"
"3254","no","low-income"
"3255","no","low-income"
"3256","yes","high-income"
"3257","yes","high-income"
"3258",NA,"high-income"
"3259","yes","high-income"
"3260","no","low-income"
"3261",NA,"high-income"
"3262",NA,"high-income"
"3263","yes","low-income"
"3264","no","low-income"
"3265",NA,"low-income"
"3266","no","low-income"
"3267",NA,"high-income"
"3268",NA,"high-income"
"3269","yes","high-income"
"3270","no","high-income"
"3271","no","high-income"
"3272",NA,"high-income"
"3273",NA,"high-income"
"3274","no","low-income"
"3275",NA,"high-income"
"3276","yes","high-income"
"3277",NA,"low-income"
"3278","no","low-income"
"3279",NA,"high-income"
"3280","no","low-income"
"3281","no","low-income"
"3282",NA,"low-income"
"3283","yes","low-income"
"3284",NA,"low-income"
"3285",NA,"high-income"
"3286",NA,"low-income"
"3287",NA,"low-income"
"3288",NA,"high-income"
"3289","no","low-income"
"3290",NA,"high-income"
"3291","no","low-income"
"3292","yes","low-income"
"3293",NA,"low-income"
"3294","yes","low-income"
"3295","yes","high-income"
"3296",NA,"high-income"
"3297","no","low-income"
"3298",NA,"high-income"
"3299","yes","high-income"
"3300",NA,"high-income"
"3301","no","low-income"
"3302",NA,"high-income"
"3303",NA,"high-income"
"3304","yes","high-income"
"3305","yes","high-income"
"3306","yes","low-income"
"3307","no","high-income"
"3308",NA,"high-income"
"3309","no","low-income"
"3310",NA,"high-income"
"3311",NA,"high-income"
"3312",NA,"high-income"
"3313","no","high-income"
"3314",NA,"low-income"
"3315","yes","low-income"
"3316",NA,"low-income"
"3317","yes","high-income"
"3318","yes","high-income"
"3319","no","high-income"
"3320","yes","high-income"
"3321",NA,"low-income"
"3322","yes","low-income"
"3323",NA,"high-income"
"3324",NA,"low-income"
"3325","no","high-income"
"3326","yes","low-income"
"3327","no","low-income"
"3328",NA,"low-income"
"3329","no","low-income"
"3330","yes","high-income"
"3331","no","high-income"
"3332","yes","low-income"
"3333","yes","low-income"
"3334",NA,"low-income"
"3335","no","high-income"
"3336",NA,"high-income"
"3337","no","low-income"
"3338","yes","low-income"
"3339","yes","high-income"
"3340","yes","low-income"
"3341","no","high-income"
"3342",NA,"high-income"
"3343",NA,"low-income"
"3344",NA,"low-income"
"3345","yes","high-income"
"3346","yes","high-income"
"3347",NA,"low-income"
"3348","no","high-income"
"3349","yes","low-income"
"3350","yes","low-income"
"3351",NA,"high-income"
"3352",NA,"high-income"
"3353","no","low-income"
"3354","yes","low-income"
"3355",NA,"low-income"
"3356","yes","low-income"
"3357","no","high-income"
"3358","no","high-income"
"3359",NA,"low-income"
"3360","no","low-income"
"3361",NA,"high-income"
"3362","yes","low-income"
"3363","yes","low-income"
"3364",NA,"low-income"
"3365","yes","low-income"
"3366","yes","low-income"
"3367",NA,"low-income"
"3368","no","low-income"
"3369",NA,"high-income"
"3370","no","low-income"
"3371",NA,"high-income"
"3372","no","high-income"
"3373","yes","high-income"
"3374",NA,"high-income"
"3375",NA,"high-income"
"3376",NA,"low-income"
"3377","no","low-income"
"3378","no","low-income"
"3379","yes","low-income"
"3380","yes","high-income"
"3381",NA,"low-income"
"3382",NA,"high-income"
"3383",NA,"low-income"
"3384","yes","low-income"
"3385",NA,"high-income"
"3386",NA,"low-income"
"3387","no","high-income"
"3388","no","low-income"
"3389","no","low-income"
"3390","yes","low-income"
"3391",NA,"high-income"
"3392","yes","high-income"
"3393",NA,"high-income"
"3394",NA,"low-income"
"3395",NA,"high-income"
"3396","no","high-income"
"3397","no","high-income"
"3398",NA,"low-income"
"3399","yes","low-income"
"3400","no","high-income"
"3401","no","low-income"
"3402",NA,"low-income"
"3403","yes","high-income"
"3404","yes","low-income"
"3405","no","low-income"
"3406",NA,"high-income"
"3407",NA,"high-income"
"3408",NA,"low-income"
"3409","no","high-income"
"3410",NA,"low-income"
"3411",NA,"high-income"
"3412",NA,"low-income"
"3413",NA,"high-income"
"3414",NA,"high-income"
"3415","yes","low-income"
"3416","no","low-income"
"3417",NA,"high-income"
"3418","no","high-income"
