"idnum","child_attend_kindergarten","povstatus"
"2331","yes","high-income"
"2332",NA,"low-income"
"2333",NA,"high-income"
"2334","yes","high-income"
"2335",NA,"low-income"
"2336","yes","low-income"
"2337","yes","low-income"
"2338","yes","high-income"
"2339","yes","low-income"
"2340","yes","low-income"
"2341","yes","low-income"
"2342","yes","low-income"
"2343","yes","high-income"
"2344",NA,"high-income"
"2345","yes","low-income"
"2346","yes","low-income"
"2347","yes","low-income"
"2348","yes","high-income"
"2349","yes","low-income"
"2350","yes","low-income"
"2351",NA,"high-income"
"2352","yes","high-income"
"2353","no","low-income"
"2354","yes","high-income"
"2355","yes","low-income"
"2356","no","low-income"
"2357","yes","low-income"
"2358","no","high-income"
"2359","yes","low-income"
"2360","yes","low-income"
"2361","yes","high-income"
"2362","yes","high-income"
"2363","yes","high-income"
"2364","yes","high-income"
"2365","no","high-income"
"2366",NA,"high-income"
"2367",NA,"low-income"
"2368","yes","high-income"
"2369","no","low-income"
"2370","yes","low-income"
"2371","yes","high-income"
"2372","yes","low-income"
"2373","yes","low-income"
"2374",NA,"high-income"
"2375","yes","high-income"
"2376","yes","low-income"
"2377","yes","low-income"
"2378","no","low-income"
"2379","yes","high-income"
"2380","yes","low-income"
"2381","no","low-income"
"2382",NA,"low-income"
"2383","yes","high-income"
"2384","yes","low-income"
"2385",NA,"high-income"
"2386","yes","low-income"
"2387","yes","low-income"
"2388","no","low-income"
"2389",NA,"low-income"
"2390","yes","low-income"
"2391",NA,"high-income"
"2392","yes","high-income"
"2393","yes","high-income"
"2394","yes","low-income"
"2395","yes","high-income"
"2396","yes","high-income"
"2397","yes","high-income"
"2398","yes","low-income"
"2399","yes","low-income"
"2400","yes","high-income"
"2401","no","low-income"
"2402","yes","high-income"
"2403","yes","high-income"
"2404","yes","high-income"
"2405","yes","low-income"
"2406","yes","high-income"
"2407","yes","high-income"
"2408","no","low-income"
"2409","yes","low-income"
"2410","yes","high-income"
"2411","no","high-income"
"2412","yes","high-income"
"2413","no","low-income"
"2414",NA,"high-income"
"2415","yes","low-income"
"2416",NA,"high-income"
"2417","no","high-income"
"2418","yes","low-income"
"2419","yes","high-income"
"2420","yes","low-income"
"2421","no","low-income"
"2422","yes","low-income"
"2423","yes","high-income"
"2424","yes","high-income"
"2425","yes","low-income"
"2426","no","high-income"
"2427","yes","low-income"
"2428",NA,"low-income"
"2429","yes","high-income"
"2430",NA,"high-income"
"2431","yes","low-income"
"2432","yes","high-income"
"2433","yes","high-income"
"2434","yes","high-income"
"2435","no","low-income"
"2436","yes","low-income"
"2437","yes","low-income"
"2438","yes","low-income"
"2439","yes","high-income"
"2440","no","low-income"
"2441","yes","low-income"
"2442","yes","high-income"
"2443","no","low-income"
"2444",NA,"low-income"
"2445","yes","high-income"
"2446","yes","high-income"
"2447","no","high-income"
"2448","yes","low-income"
"2449","yes","low-income"
"2450","yes","low-income"
"2451","yes","high-income"
"2452","yes","low-income"
"2453",NA,"high-income"
"2454","yes","high-income"
"2455","yes","high-income"
"2456","yes","low-income"
"2457","yes","low-income"
"2458","yes","low-income"
"2459","yes","low-income"
"2460","yes","high-income"
"2461","yes","low-income"
"2462","yes","high-income"
"2463","no","low-income"
"2464","yes","low-income"
"2465","no","low-income"
"2466",NA,"high-income"
"2467","yes","high-income"
"2468","yes","high-income"
"2469","yes","low-income"
"2470","yes","low-income"
"2471","no","high-income"
"2472","yes","low-income"
"2473",NA,"low-income"
"2474","no","low-income"
"2475","no","low-income"
"2476","yes","high-income"
"2477","yes","high-income"
"2478","yes","low-income"
"2479","yes","high-income"
"2480",NA,"low-income"
"2481","no","high-income"
"2482","yes","high-income"
"2483","yes","high-income"
"2484","no","low-income"
"2485","yes","low-income"
"2486",NA,"low-income"
"2487","no","low-income"
"2488","no","high-income"
"2489","yes","high-income"
"2490","no","low-income"
"2491","yes","high-income"
"2492","yes","low-income"
"2493","yes","high-income"
"2494","yes","low-income"
"2495","yes","high-income"
"2496","no","low-income"
"2497","yes","low-income"
"2498","yes","low-income"
"2499",NA,"low-income"
"2500","yes","low-income"
"2501","no","high-income"
"2502","yes","low-income"
"2503","yes","low-income"
"2504","yes","low-income"
"2505",NA,"high-income"
"2506","yes","low-income"
"2507","yes","low-income"
"2508",NA,"low-income"
"2509",NA,"low-income"
"2510","no","low-income"
"2511","yes","low-income"
"2512","yes","high-income"
"2513","yes","high-income"
"2514","no","high-income"
"2515","yes","low-income"
"2516","yes","low-income"
"2517","yes","low-income"
"2518","yes","low-income"
"2519","yes","high-income"
"2520","yes","low-income"
"2521","yes","high-income"
"2522","yes","low-income"
"2523",NA,"low-income"
"2524","yes","high-income"
"2525","no","low-income"
"2526","yes","high-income"
"2527","yes","low-income"
"2528","yes","low-income"
"2529","no","low-income"
"2530",NA,"low-income"
"2531",NA,"low-income"
"2532","no","high-income"
"2533","yes","low-income"
"2534","yes","high-income"
"2535","no","low-income"
"2536","yes","high-income"
"2537","yes","high-income"
"2538","no","low-income"
"2539","yes","low-income"
"2540","yes","low-income"
"2541","yes","high-income"
"2542","yes","high-income"
"2543",NA,"low-income"
"2544","yes","high-income"
"2545","yes","high-income"
"2546","yes","low-income"
"2547","no","high-income"
"2548",NA,"high-income"
"2549",NA,"low-income"
"2550","no","low-income"
"2551",NA,"high-income"
"2552","yes","high-income"
"2553","yes","high-income"
"2554","no","low-income"
"2555","no","high-income"
"2556","yes","high-income"
"2557","yes","low-income"
"2558","yes","high-income"
"2559","yes","low-income"
"2560","yes","high-income"
"2561","yes","low-income"
"2562","yes","high-income"
"2563","no","high-income"
"2564",NA,"high-income"
"2565","yes","high-income"
"2566","yes","high-income"
"2567","yes","high-income"
"2568","yes","high-income"
"2569","yes","low-income"
"2570",NA,"low-income"
"2571","yes","high-income"
"2572","yes","low-income"
"2573",NA,"low-income"
"2574","yes","low-income"
"2575","yes","low-income"
"2576","yes","low-income"
"2577","yes","low-income"
"2578",NA,"high-income"
"2579","no","high-income"
"2580",NA,"high-income"
"2581","yes","low-income"
"2582","yes","high-income"
"2583",NA,"high-income"
"2584","yes","high-income"
"2585","yes","low-income"
"2586","yes","high-income"
"2587","no","high-income"
"2588","yes","low-income"
"2589","yes","low-income"
"2590","yes","low-income"
"2591","yes","low-income"
"2592","yes","low-income"
"2593",NA,"low-income"
"2594","yes","high-income"
"2595","yes","high-income"
"2596","yes","low-income"
"2597",NA,"low-income"
"2598","yes","low-income"
"2599",NA,"high-income"
"2600","no","high-income"
"2601","yes","low-income"
"2602","yes","high-income"
"2603","yes","high-income"
"2604","yes","high-income"
"2605","yes","low-income"
"2606","no","low-income"
"2607","yes","high-income"
"2608",NA,"high-income"
"2609","yes","high-income"
"2610","yes","high-income"
"2611","yes","low-income"
"2612","yes","high-income"
"2613",NA,"low-income"
"2614","no","low-income"
"2615","yes","high-income"
"2616","yes","high-income"
"2617",NA,"low-income"
"2618",NA,"low-income"
"2619","yes","high-income"
"2620","yes","low-income"
"2621","yes","high-income"
"2622","yes","low-income"
"2623",NA,"high-income"
"2624","yes","low-income"
"2625","no","low-income"
"2626","yes","low-income"
"2627","yes","high-income"
"2628","yes","low-income"
"2629","no","high-income"
"2630","yes","low-income"
"2631","no","high-income"
"2632","yes","low-income"
"2633","yes","low-income"
"2634",NA,"low-income"
"2635","yes","low-income"
"2636","yes","high-income"
"2637","yes","low-income"
"2638","yes","high-income"
"2639","yes","high-income"
"2640","yes","high-income"
"2641",NA,"high-income"
"2642","no","low-income"
"2643","yes","low-income"
"2644","yes","high-income"
"2645","yes","high-income"
"2646","yes","low-income"
"2647",NA,"high-income"
"2648","yes","low-income"
"2649","yes","low-income"
"2650","yes","low-income"
"2651",NA,"low-income"
"2652","yes","high-income"
"2653","no","low-income"
"2654","yes","low-income"
"2655","yes","low-income"
"2656","yes","high-income"
"2657","yes","high-income"
"2658","yes","high-income"
"2659",NA,"low-income"
"2660","yes","low-income"
"2661","yes","high-income"
"2662","yes","high-income"
"2663","yes","low-income"
"2664","yes","low-income"
"2665","no","low-income"
"2666","yes","low-income"
"2667","yes","high-income"
"2668",NA,"low-income"
"2669",NA,"low-income"
"2670","no","low-income"
"2671","no","low-income"
"2672","yes","high-income"
"2673","no","high-income"
"2674","yes","high-income"
"2675","yes","high-income"
"2676","yes","low-income"
"2677",NA,"high-income"
"2678","yes","high-income"
"2679","yes","high-income"
"2680","yes","low-income"
"2681","yes","low-income"
"2682","yes","low-income"
"2683",NA,"low-income"
"2684","yes","low-income"
"2685","yes","low-income"
"2686",NA,"low-income"
"2687","yes","low-income"
"2688","yes","high-income"
"2689","yes","high-income"
"2690","yes","low-income"
"2691","no","high-income"
"2692","yes","low-income"
"2693","yes","high-income"
"2694","no","high-income"
"2695","no","low-income"
"2696",NA,"low-income"
"2697","yes","low-income"
"2698","yes","high-income"
"2699",NA,"low-income"
"2700","yes","high-income"
"2701","yes","high-income"
"2702","yes","low-income"
"2703","yes","low-income"
"2704","yes","low-income"
"2705","yes","low-income"
"2706","yes","low-income"
"2707","yes","low-income"
"2708","no","low-income"
"2709","yes","low-income"
"2710","yes","high-income"
"2711","yes","high-income"
"2712",NA,"high-income"
"2713","yes","low-income"
"2714","no","high-income"
"2715",NA,"low-income"
"2716","no","low-income"
"2717","no","low-income"
"2718","yes","low-income"
"2719","yes","high-income"
"2720",NA,"low-income"
"2721",NA,"low-income"
"2722",NA,"low-income"
"2723","yes","high-income"
"2724","yes","low-income"
"2725","yes","high-income"
"2726","yes","low-income"
"2727","yes","low-income"
"2728","no","low-income"
"2729","yes","high-income"
"2730","yes","low-income"
"2731","yes","low-income"
"2732","yes","low-income"
"2733","yes","high-income"
"2734","no","high-income"
"2735","yes","high-income"
"2736","yes","low-income"
"2737","yes","high-income"
"2738","no","high-income"
"2739","yes","low-income"
"2740","yes","low-income"
"2741","yes","high-income"
"2742",NA,"low-income"
"2743","yes","low-income"
"2744","yes","high-income"
"2745","yes","low-income"
"2746","yes","high-income"
"2747",NA,"high-income"
"2748","no","high-income"
"2749","yes","low-income"
"2750","yes","low-income"
"2751","yes","high-income"
"2752","no","low-income"
"2753","no","low-income"
"2754","no","low-income"
"2755","yes","high-income"
"2756","yes","low-income"
"2757","yes","high-income"
"2758",NA,"high-income"
"2759","yes","low-income"
"2760","yes","low-income"
"2761","yes","low-income"
"2762","yes","low-income"
"2763","yes","high-income"
"2764","yes","high-income"
"2765","yes","high-income"
"2766","yes","high-income"
"2767","yes","high-income"
"2768","yes","high-income"
"2769","yes","low-income"
"2770","yes","high-income"
"2771","yes","high-income"
"2772","yes","low-income"
"2773","yes","low-income"
"2774","yes","high-income"
"2775","yes","low-income"
"2776","yes","high-income"
"2777",NA,"low-income"
"2778","yes","low-income"
"2779","yes","low-income"
"2780","no","low-income"
"2781","yes","high-income"
"2782","yes","low-income"
"2783","yes","low-income"
"2784","yes","high-income"
"2785","yes","low-income"
"2786","yes","low-income"
"2787","yes","low-income"
"2788",NA,"high-income"
"2789","no","high-income"
"2790","yes","low-income"
"2791","yes","low-income"
"2792","yes","high-income"
"2793","no","high-income"
"2794",NA,"high-income"
"2795","yes","low-income"
"2796","yes","high-income"
"2797","yes","high-income"
"2798","no","high-income"
"2799","yes","low-income"
"2800","yes","low-income"
"2801","yes","high-income"
"2802","yes","low-income"
"2803","yes","high-income"
"2804","yes","low-income"
"2805","no","low-income"
"2806",NA,"high-income"
"2807",NA,"high-income"
"2808","yes","high-income"
"2809","yes","low-income"
"2810","no","high-income"
"2811","yes","high-income"
"2812","yes","high-income"
"2813","yes","high-income"
"2814",NA,"low-income"
"2815",NA,"high-income"
"2816","yes","high-income"
"2817","yes","low-income"
"2818","no","high-income"
"2819",NA,"low-income"
"2820",NA,"low-income"
"2821","no","low-income"
"2822","yes","low-income"
"2823","no","low-income"
"2824","yes","high-income"
"2825","yes","high-income"
"2826",NA,"low-income"
"2827","yes","high-income"
"2828","yes","low-income"
"2829","yes","low-income"
"2830","yes","low-income"
"2831","yes","high-income"
"2832","no","low-income"
"2833","yes","low-income"
"2834","yes","low-income"
"2835","yes","low-income"
"2836","yes","high-income"
"2837","yes","low-income"
"2838","yes","high-income"
"2839",NA,"low-income"
"2840","no","low-income"
"2841","yes","low-income"
"2842","yes","high-income"
"2843","yes","low-income"
"2844",NA,"high-income"
"2845","yes","high-income"
"2846","yes","low-income"
"2847","yes","high-income"
"2848","yes","high-income"
"2849",NA,"low-income"
"2850","yes","low-income"
"2851","yes","high-income"
"2852",NA,"high-income"
"2853","yes","low-income"
"2854",NA,"low-income"
"2855","yes","low-income"
"2856","yes","low-income"
"2857","no","low-income"
"2858","yes","low-income"
"2859","yes","low-income"
"2860","yes","low-income"
"2861","no","high-income"
"2862","yes","low-income"
"2863","yes","low-income"
"2864",NA,"low-income"
"2865","yes","high-income"
"2866","yes","low-income"
"2867","yes","high-income"
"2868","no","high-income"
"2869","no","low-income"
"2870","yes","high-income"
"2871","no","low-income"
"2872","yes","high-income"
"2873","yes","low-income"
"2874",NA,"low-income"
"2875",NA,"low-income"
"2876","yes","low-income"
"2877","yes","high-income"
"2878","yes","high-income"
"2879",NA,"low-income"
"2880","yes","low-income"
"2881","yes","high-income"
"2882","yes","low-income"
"2883","yes","low-income"
"2884","no","low-income"
"2885","no","low-income"
"2886","yes","low-income"
"2887","no","high-income"
"2888","yes","low-income"
"2889","yes","high-income"
"2890",NA,"low-income"
"2891","yes","high-income"
"2892","yes","low-income"
"2893","yes","low-income"
"2894","yes","high-income"
"2895","yes","high-income"
"2896","no","low-income"
"2897","yes","high-income"
"2898","yes","high-income"
"2899","yes","low-income"
"2900","yes","low-income"
"2901","yes","high-income"
"2902","yes","low-income"
"2903","yes","low-income"
"2904","no","high-income"
"2905","yes","high-income"
"2906","yes","low-income"
"2907","yes","low-income"
"2908","yes","high-income"
"2909",NA,"low-income"
"2910","yes","low-income"
"2911",NA,"high-income"
"2912","no","low-income"
"2913","no","high-income"
"2914","yes","low-income"
"2915","no","low-income"
"2916","yes","low-income"
"2917","yes","high-income"
"2918","yes","high-income"
"2919","yes","high-income"
"2920",NA,"low-income"
"2921","yes","low-income"
"2922","yes","low-income"
"2923",NA,"high-income"
"2924","yes","low-income"
"2925","yes","low-income"
"2926","yes","low-income"
"2927","yes","high-income"
"2928","no","low-income"
"2929",NA,"low-income"
"2930",NA,"low-income"
"2931","no","low-income"
"2932","yes","high-income"
"2933","yes","high-income"
"2934",NA,"low-income"
"2935","yes","low-income"
"2936","yes","high-income"
"2937","no","low-income"
"2938","yes","low-income"
"2939","yes","high-income"
"2940","yes","high-income"
"2941","yes","high-income"
"2942","yes","low-income"
"2943",NA,"high-income"
"2944","no","high-income"
"2945",NA,"low-income"
"2946","yes","high-income"
"2947","yes","low-income"
"2948","no","low-income"
"2949","yes","high-income"
"2950","yes","high-income"
"2951","yes","high-income"
"2952",NA,"low-income"
"2953","yes","high-income"
"2954","yes","high-income"
"2955","yes","low-income"
"2956","yes","low-income"
"2957","yes","high-income"
"2958","yes","high-income"
"2959","yes","low-income"
"2960","no","low-income"
"2961","yes","low-income"
"2962","yes","low-income"
"2963","yes","low-income"
"2964",NA,"low-income"
"2965",NA,"low-income"
"2966",NA,"low-income"
"2967","no","low-income"
"2968","yes","high-income"
"2969","no","high-income"
"2970","yes","low-income"
"2971","no","high-income"
"2972","yes","high-income"
"2973",NA,"high-income"
"2974","yes","low-income"
"2975","yes","high-income"
"2976","yes","low-income"
"2977","yes","high-income"
"2978","yes","low-income"
"2979","yes","high-income"
"2980","yes","high-income"
"2981","no","high-income"
"2982","yes","low-income"
"2983","yes","high-income"
"2984","no","high-income"
"2985","yes","low-income"
"2986","yes","high-income"
"2987",NA,"low-income"
"2988","yes","high-income"
"2989","yes","low-income"
"2990","yes","high-income"
"2991",NA,"low-income"
"2992","yes","low-income"
"2993","yes","high-income"
"2994","yes","low-income"
"2995","yes","low-income"
"2996","yes","low-income"
"2997","no","high-income"
"2998",NA,"high-income"
"2999","yes","low-income"
"3000","yes","low-income"
"3001","yes","high-income"
"3002","yes","low-income"
"3003","yes","low-income"
"3004","yes","high-income"
"3005","yes","high-income"
"3006","yes","low-income"
"3007",NA,"high-income"
"3008","yes","low-income"
"3009","no","high-income"
"3010","no","low-income"
"3011","yes","low-income"
"3012","no","low-income"
"3013","no","high-income"
"3014",NA,"high-income"
"3015","no","high-income"
"3016","yes","low-income"
"3017","no","high-income"
"3018","yes","high-income"
"3019","yes","high-income"
"3020","yes","high-income"
"3021","no","low-income"
"3022","yes","low-income"
"3023","yes","low-income"
"3024","yes","high-income"
"3025",NA,"high-income"
"3026","no","low-income"
"3027","yes","high-income"
"3028","yes","high-income"
"3029",NA,"low-income"
"3030","yes","low-income"
"3031","yes","high-income"
"3032","yes","high-income"
"3033","yes","high-income"
"3034",NA,"low-income"
"3035","yes","low-income"
"3036",NA,"low-income"
"3037","yes","low-income"
"3038",NA,"high-income"
"3039","no","low-income"
"3040",NA,"low-income"
"3041","yes","high-income"
"3042","yes","low-income"
"3043","no","high-income"
"3044","yes","low-income"
"3045","yes","high-income"
"3046","yes","high-income"
"3047","no","low-income"
"3048","yes","low-income"
"3049","yes","high-income"
"3050","yes","high-income"
"3051","yes","high-income"
"3052","yes","high-income"
"3053","yes","low-income"
"3054","yes","low-income"
"3055","yes","low-income"
"3056","yes","high-income"
"3057","yes","high-income"
"3058","yes","low-income"
"3059","yes","low-income"
"3060","yes","high-income"
"3061","yes","high-income"
"3062","yes","high-income"
"3063","yes","low-income"
"3064","yes","low-income"
"3065","yes","high-income"
"3066","yes","high-income"
"3067","no","low-income"
"3068","yes","low-income"
"3069","no","low-income"
"3070","yes","high-income"
"3071","yes","low-income"
"3072","yes","high-income"
"3073","yes","high-income"
"3074","yes","high-income"
"3075","yes","low-income"
"3076",NA,"high-income"
"3077","yes","low-income"
"3078","no","low-income"
"3079","yes","low-income"
"3080","no","low-income"
"3081","yes","low-income"
"3082","yes","high-income"
"3083","yes","low-income"
"3084",NA,"low-income"
"3085","no","low-income"
"3086","no","low-income"
"3087","no","low-income"
"3088","yes","high-income"
"3089","yes","high-income"
"3090","no","high-income"
"3091","yes","high-income"
"3092","yes","low-income"
"3093","yes","low-income"
"3094","yes","low-income"
"3095",NA,"low-income"
"3096","yes","low-income"
"3097","no","low-income"
"3098","no","low-income"
"3099","yes","low-income"
"3100","yes","high-income"
"3101","yes","high-income"
"3102","no","low-income"
"3103","no","low-income"
"3104",NA,"low-income"
"3105","no","high-income"
"3106","no","low-income"
"3107","yes","low-income"
"3108","yes","high-income"
"3109","yes","low-income"
"3110","yes","high-income"
"3111","yes","high-income"
"3112","yes","high-income"
"3113","yes","high-income"
"3114","no","high-income"
"3115","yes","high-income"
"3116","yes","high-income"
"3117","yes","low-income"
"3118","yes","high-income"
"3119","yes","low-income"
"3120","yes","high-income"
"3121","yes","low-income"
"3122","no","low-income"
"3123","yes","low-income"
"3124","yes","high-income"
"3125","yes","high-income"
"3126","yes","low-income"
"3127","no","low-income"
"3128","no","low-income"
"3129",NA,"high-income"
"3130",NA,"low-income"
"3131","no","high-income"
"3132","no","low-income"
"3133",NA,"high-income"
"3134",NA,"low-income"
"3135","no","low-income"
"3136","yes","high-income"
"3137","yes","low-income"
"3138","no","low-income"
"3139","yes","low-income"
"3140","yes","high-income"
"3141","yes","low-income"
"3142","yes","high-income"
"3143","yes","high-income"
"3144","yes","low-income"
"3145","yes","low-income"
"3146","yes","high-income"
"3147","yes","low-income"
"3148","no","low-income"
"3149","yes","high-income"
"3150","yes","low-income"
"3151","no","high-income"
"3152","yes","high-income"
"3153","yes","high-income"
"3154","yes","low-income"
"3155","yes","high-income"
"3156","no","low-income"
"3157","yes","high-income"
"3158","yes","low-income"
"3159","yes","high-income"
"3160","yes","high-income"
"3161","no","low-income"
"3162","yes","high-income"
"3163","yes","high-income"
"3164","no","low-income"
"3165","yes","high-income"
"3166",NA,"low-income"
"3167","yes","high-income"
"3168",NA,"high-income"
"3169",NA,"low-income"
"3170","yes","high-income"
"3171","yes","low-income"
"3172","no","low-income"
"3173","yes","low-income"
"3174","yes","low-income"
"3175",NA,"low-income"
"3176","yes","high-income"
"3177","no","low-income"
"3178","no","low-income"
"3179","yes","low-income"
"3180","yes","low-income"
"3181","yes","low-income"
"3182",NA,"low-income"
"3183","no","low-income"
"3184","yes","high-income"
"3185","yes","high-income"
"3186","yes","high-income"
"3187","yes","high-income"
"3188","yes","low-income"
"3189","no","high-income"
"3190","yes","high-income"
"3191",NA,"low-income"
"3192","yes","high-income"
"3193",NA,"low-income"
"3194","no","low-income"
"3195","no","high-income"
"3196","yes","low-income"
"3197","yes","low-income"
"3198","yes","low-income"
"3199","yes","high-income"
"3200","yes","high-income"
"3201","yes","high-income"
"3202","no","high-income"
"3203",NA,"high-income"
"3204","yes","low-income"
"3205","yes","high-income"
"3206","yes","high-income"
"3207","no","high-income"
"3208","yes","low-income"
"3209","yes","low-income"
"3210","yes","low-income"
"3211","yes","high-income"
"3212","yes","high-income"
"3213","yes","high-income"
"3214","yes","low-income"
"3215","yes","low-income"
"3216","yes","high-income"
"3217","yes","low-income"
"3218","yes","low-income"
"3219","yes","high-income"
"3220","no","high-income"
"3221","no","low-income"
"3222","yes","high-income"
"3223","no","high-income"
"3224","yes","low-income"
"3225",NA,"low-income"
"3226","no","low-income"
"3227","no","low-income"
"3228","yes","high-income"
"3229","no","high-income"
"3230",NA,"low-income"
"3231","yes","low-income"
"3232","yes","low-income"
"3233",NA,"high-income"
"3234","yes","low-income"
"3235","yes","high-income"
"3236","yes","high-income"
"3237","yes","low-income"
"3238","yes","low-income"
"3239","yes","low-income"
"3240","no","high-income"
"3241","yes","low-income"
"3242",NA,"high-income"
"3243","yes","low-income"
"3244","no","low-income"
"3245","no","high-income"
"3246","yes","high-income"
"3247","no","low-income"
"3248",NA,"high-income"
"3249","no","low-income"
"3250",NA,"low-income"
"3251","yes","high-income"
"3252",NA,"low-income"
"3253","yes","low-income"
"3254","yes","low-income"
"3255","no","low-income"
"3256","yes","high-income"
"3257","yes","high-income"
"3258","yes","high-income"
"3259","yes","high-income"
"3260","yes","low-income"
"3261",NA,"high-income"
"3262",NA,"high-income"
"3263","yes","low-income"
"3264","yes","low-income"
"3265",NA,"low-income"
"3266","no","low-income"
"3267",NA,"high-income"
"3268","yes","high-income"
"3269","yes","high-income"
"3270","no","high-income"
"3271","yes","high-income"
"3272","yes","high-income"
"3273",NA,"high-income"
"3274","yes","low-income"
"3275",NA,"high-income"
"3276","yes","high-income"
"3277",NA,"low-income"
"3278","no","low-income"
"3279","yes","high-income"
"3280","yes","low-income"
"3281","yes","low-income"
"3282","yes","low-income"
"3283","no","low-income"
"3284",NA,"low-income"
"3285","yes","high-income"
"3286",NA,"low-income"
"3287",NA,"low-income"
"3288","yes","high-income"
"3289","yes","low-income"
"3290","yes","high-income"
"3291","yes","low-income"
"3292","yes","low-income"
"3293","yes","low-income"
"3294","yes","low-income"
"3295","yes","high-income"
"3296","no","high-income"
"3297","no","low-income"
"3298",NA,"high-income"
"3299","yes","high-income"
"3300",NA,"high-income"
"3301","yes","low-income"
"3302","yes","high-income"
"3303","yes","high-income"
"3304","yes","high-income"
"3305","yes","high-income"
"3306","yes","low-income"
"3307","yes","high-income"
"3308",NA,"high-income"
"3309","yes","low-income"
"3310","no","high-income"
"3311",NA,"high-income"
"3312",NA,"high-income"
"3313","yes","high-income"
"3314",NA,"low-income"
"3315","yes","low-income"
"3316","yes","low-income"
"3317","yes","high-income"
"3318","yes","high-income"
"3319","yes","high-income"
"3320","no","high-income"
"3321","yes","low-income"
"3322","no","low-income"
"3323","yes","high-income"
"3324","yes","low-income"
"3325","yes","high-income"
"3326","yes","low-income"
"3327","no","low-income"
"3328","yes","low-income"
"3329","yes","low-income"
"3330","yes","high-income"
"3331","yes","high-income"
"3332","yes","low-income"
"3333","no","low-income"
"3334","yes","low-income"
"3335","yes","high-income"
"3336","yes","high-income"
"3337","no","low-income"
"3338","no","low-income"
"3339","yes","high-income"
"3340","yes","low-income"
"3341","yes","high-income"
"3342","yes","high-income"
"3343",NA,"low-income"
"3344",NA,"low-income"
"3345","yes","high-income"
"3346","yes","high-income"
"3347","yes","low-income"
"3348","yes","high-income"
"3349","yes","low-income"
"3350","yes","low-income"
"3351","yes","high-income"
"3352","no","high-income"
"3353","no","low-income"
"3354","yes","low-income"
"3355",NA,"low-income"
"3356","yes","low-income"
"3357","yes","high-income"
"3358","yes","high-income"
"3359",NA,"low-income"
"3360","yes","low-income"
"3361","yes","high-income"
"3362","yes","low-income"
"3363","yes","low-income"
"3364","yes","low-income"
"3365","yes","low-income"
"3366","no","low-income"
"3367",NA,"low-income"
"3368","yes","low-income"
"3369",NA,"high-income"
"3370","yes","low-income"
"3371","yes","high-income"
"3372","yes","high-income"
"3373","yes","high-income"
"3374","yes","high-income"
"3375","yes","high-income"
"3376",NA,"low-income"
"3377","yes","low-income"
"3378","yes","low-income"
"3379","no","low-income"
"3380","no","high-income"
"3381","yes","low-income"
"3382",NA,"high-income"
"3383","no","low-income"
"3384","yes","low-income"
"3385","yes","high-income"
"3386","yes","low-income"
"3387","yes","high-income"
"3388","no","low-income"
"3389","yes","low-income"
"3390","no","low-income"
"3391","yes","high-income"
"3392","yes","high-income"
"3393","yes","high-income"
"3394",NA,"low-income"
"3395","yes","high-income"
"3396","yes","high-income"
"3397","yes","high-income"
"3398","yes","low-income"
"3399","yes","low-income"
"3400","yes","high-income"
"3401","yes","low-income"
"3402",NA,"low-income"
"3403","no","high-income"
"3404","no","low-income"
"3405","no","low-income"
"3406","no","high-income"
"3407","no","high-income"
"3408","yes","low-income"
"3409","no","high-income"
"3410",NA,"low-income"
"3411","yes","high-income"
"3412","yes","low-income"
"3413",NA,"high-income"
"3414","yes","high-income"
"3415","no","low-income"
"3416","no","low-income"
"3417","yes","high-income"
"3418","yes","high-income"
"3419","no","high-income"
"3420","no","high-income"
"3421","no","high-income"
"3422","no","low-income"
"3423","yes","low-income"
"3424",NA,"low-income"
"3425","yes","low-income"
"3426","yes","high-income"
"3427","yes","low-income"
"3428","yes","high-income"
"3429","yes","high-income"
"3430","yes","low-income"
"3431","yes","high-income"
"3432","yes","high-income"
"3433","no","low-income"
"3434",NA,"low-income"
"3435","yes","low-income"
"3436","no","low-income"
"3437","yes","low-income"
"3438","yes","high-income"
"3439","yes","high-income"
"3440","yes","low-income"
"3441",NA,"low-income"
"3442",NA,"low-income"
"3443","yes","high-income"
"3444","yes","high-income"
"3445","yes","low-income"
"3446","yes","low-income"
"3447","no","low-income"
"3448","yes","low-income"
"3449","yes","high-income"
"3450","yes","low-income"
"3451","yes","low-income"
"3452",NA,"high-income"
"3453","yes","high-income"
"3454","yes","low-income"
"3455","yes","low-income"
"3456","yes","low-income"
"3457","yes","low-income"
"3458",NA,"high-income"
"3459","yes","high-income"
"3460","yes","high-income"
"3461","yes","high-income"
"3462","yes","high-income"
"3463","no","low-income"
"3464","yes","high-income"
"3465","no","high-income"
"3466","yes","high-income"
"3467","no","high-income"
"3468","yes","high-income"
"3469","yes","high-income"
"3470","no","high-income"
"3471",NA,"high-income"
"3472","yes","high-income"
"3473",NA,"low-income"
"3474","yes","high-income"
"3475","yes","high-income"
"3476","yes","low-income"
"3477","yes","low-income"
"3478",NA,"high-income"
"3479","yes","low-income"
"3480","yes","high-income"
"3481","yes","high-income"
"3482","no","low-income"
"3483","yes","high-income"
"3484","yes","low-income"
"3485","no","low-income"
"3486","no","high-income"
"3487","yes","low-income"
"3488","yes","high-income"
"3489","yes","high-income"
"3490","no","high-income"
"3491","yes","high-income"
"3492",NA,"low-income"
"3493",NA,"high-income"
"3494","yes","high-income"
"3495",NA,"low-income"
"3496","yes","high-income"
"3497","yes","low-income"
